row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
2559.0,CA-2015-147788,31.05.2015,4.06.2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057.0,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,"1406,86",7.0,0%,"140,69"
2560.0,CA-2015-147788,31.05.2015,4.06.2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,"15,75",5.0,0%,"7,56"
2561.0,CA-2015-147788,31.05.2015,4.06.2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057.0,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,"323,10",2.0,0%,"61,39"
2562.0,CA-2015-144288,25.12.2015,31.12.2015,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,"9,22",4.0,20%,"3,34"
2563.0,CA-2015-144288,25.12.2015,31.12.2015,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,"10,37",2.0,20%,"3,63"
2564.0,CA-2015-110632,17.03.2015,22.03.2015,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009.0,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,"15,02",1.0,0%,"2,70"
2565.0,CA-2015-110632,17.03.2015,22.03.2015,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009.0,East,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray","33,82",2.0,0%,"9,13"
2566.0,CA-2017-109589,21.12.2017,24.12.2017,First Class,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,42104.0,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,"71,00",4.0,0%,"27,69"
2567.0,CA-2017-123967,1.11.2017,3.11.2017,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226.0,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,"25,12",5.0,20%,"7,85"
2568.0,CA-2017-123967,1.11.2017,3.11.2017,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226.0,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,"2665,62",9.0,0%,"239,91"
2569.0,CA-2017-148929,7.09.2017,11.09.2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","478,08",8.0,0%,"133,86"
2570.0,CA-2017-134404,27.12.2017,27.12.2017,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055.0,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,"164,39",2.0,40%,"-35,62"
2571.0,CA-2017-134404,27.12.2017,27.12.2017,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055.0,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,"13,25",4.0,20%,"3,64"
2572.0,CA-2017-109778,16.07.2017,21.07.2017,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Woodstock,Illinois,60098.0,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack","2,91",2.0,20%,"0,91"
2573.0,CA-2016-155845,12.08.2016,15.08.2016,Second Class,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,75007.0,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,"1399,94",7.0,20%,"52,50"
2574.0,CA-2017-145128,9.07.2017,14.07.2017,Standard Class,SM-20320,Sean Miller,Home Office,United States,Lafayette,Indiana,47905.0,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,"526,45",5.0,0%,"31,59"
2575.0,CA-2014-129091,22.11.2014,27.11.2014,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,"16,23",3.0,0%,"7,95"
2576.0,CA-2014-129091,22.11.2014,27.11.2014,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,"319,90",5.0,0%,"156,75"
2577.0,CA-2014-129091,22.11.2014,27.11.2014,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,"11,36",2.0,0%,"5,34"
2578.0,CA-2014-129091,22.11.2014,27.11.2014,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,"675,12",3.0,0%,"290,30"
2579.0,US-2014-155502,26.01.2014,31.01.2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack","62,82",3.0,0%,"30,78"
2580.0,US-2014-155502,26.01.2014,31.01.2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h","489,92",8.0,0%,"0,00"
2581.0,US-2014-155502,26.01.2014,31.01.2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","19,44",3.0,0%,"9,33"
2582.0,US-2014-155502,26.01.2014,31.01.2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","16,68",2.0,0%,"8,34"
2583.0,US-2014-155502,26.01.2014,31.01.2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,"155,35",13.0,0%,"0,00"
2584.0,US-2014-155502,26.01.2014,31.01.2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,"12,42",3.0,0%,"4,47"
2585.0,US-2014-155502,26.01.2014,31.01.2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304.0,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,"187,98",2.0,0%,"52,63"
2586.0,CA-2015-121041,3.11.2015,10.11.2015,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,76117.0,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box","6,61",2.0,20%,"2,15"
2587.0,CA-2017-131695,30.06.2017,6.07.2017,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,"248,57",7.0,0%,"67,11"
2588.0,CA-2017-131695,30.06.2017,6.07.2017,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024.0,East,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""","22,23",1.0,0%,"9,78"
2589.0,CA-2016-137729,5.05.2016,9.05.2016,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004.0,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","5,98",1.0,0%,"1,02"
2590.0,CA-2016-137729,5.05.2016,9.05.2016,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004.0,West,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,"246,17",3.0,20%,"21,54"
2591.0,US-2016-115455,8.09.2016,14.09.2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090.0,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock","14,14",2.0,60%,"-7,77"
2592.0,US-2016-115455,8.09.2016,14.09.2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090.0,Central,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,"601,47",3.0,50%,"-300,74"
2593.0,CA-2017-128300,24.11.2017,26.11.2017,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483.0,South,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,"79,10",2.0,0%,"39,55"
2594.0,CA-2017-128300,24.11.2017,26.11.2017,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483.0,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","327,84",8.0,0%,"157,36"
2595.0,CA-2017-149048,13.05.2017,17.05.2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,"180,96",2.0,0%,"81,43"
2596.0,CA-2017-149048,13.05.2017,17.05.2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,"914,97",3.0,0%,"411,74"
2597.0,CA-2017-149048,13.05.2017,17.05.2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201.0,Central,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,"587,97",3.0,0%,"158,75"
2598.0,CA-2017-149048,13.05.2017,17.05.2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,"530,34",2.0,0%,"95,46"
2599.0,CA-2017-149048,13.05.2017,17.05.2017,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10001752,Office Supplies,Paper,"Hammermill CopyPlus Copy Paper (20Lb, and 84 Bright)","14,94",3.0,0%,"7,32"
2600.0,CA-2017-108553,23.04.2017,29.04.2017,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024.0,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,"121,94",2.0,0%,"35,36"
2601.0,CA-2017-108553,23.04.2017,29.04.2017,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024.0,East,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors","122,71",7.0,0%,"36,81"
2602.0,CA-2016-165848,4.06.2016,4.06.2016,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,"14,94",3.0,0%,"7,02"
2603.0,CA-2016-165848,4.06.2016,4.06.2016,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035.0,East,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,"1349,85",3.0,0%,"364,46"
2604.0,CA-2016-165848,4.06.2016,4.06.2016,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,"136,78",1.0,20%,"5,13"
2605.0,CA-2016-165848,4.06.2016,4.06.2016,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035.0,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black","61,12",4.0,0%,"20,78"
2606.0,CA-2014-112718,16.12.2014,21.12.2014,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216.0,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,"1,17",1.0,70%,"-0,86"
2607.0,CA-2016-154053,4.03.2016,10.03.2016,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,92024.0,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,"16,99",1.0,0%,"4,93"
2608.0,CA-2014-127446,25.11.2014,30.11.2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,"24,67",3.0,20%,"0,00"
2609.0,CA-2014-127446,25.11.2014,30.11.2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,"2,52",1.0,20%,"0,88"
2610.0,CA-2014-127446,25.11.2014,30.11.2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"1218,74",5.0,30%,"-121,87"
2611.0,CA-2014-127446,25.11.2014,30.11.2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-LA-10000248,Office Supplies,Labels,Avery 52,"5,90",2.0,20%,"1,99"
2612.0,CA-2014-127446,25.11.2014,30.11.2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,"15,70",3.0,20%,"5,10"
2613.0,CA-2014-127446,25.11.2014,30.11.2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017.0,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown","6,10",3.0,60%,"-3,96"
2614.0,CA-2016-137204,28.04.2016,5.05.2016,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045.0,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black","41,57",2.0,20%,"2,60"
2615.0,CA-2014-147298,26.04.2014,3.05.2014,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,"230,28",3.0,20%,"23,03"
2616.0,CA-2014-147298,26.04.2014,3.05.2014,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049.0,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red","18,29",6.0,20%,"5,72"
2617.0,CA-2017-147942,1.04.2017,5.04.2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110.0,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,"5,78",2.0,0%,"2,72"
2618.0,CA-2017-147942,1.04.2017,5.04.2017,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110.0,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,"121,68",13.0,20%,"38,03"
2619.0,CA-2017-115931,22.12.2017,26.12.2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220.0,West,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,"4,17",3.0,0%,"1,08"
2620.0,CA-2017-115931,22.12.2017,26.12.2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220.0,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","67,04",4.0,20%,"6,70"
2621.0,CA-2017-115931,22.12.2017,26.12.2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220.0,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,"37,32",3.0,0%,"10,45"
2622.0,CA-2017-115931,22.12.2017,26.12.2017,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220.0,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,"18,45",5.0,0%,"8,67"
2623.0,CA-2014-164861,3.12.2014,6.12.2014,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116.0,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,"25,92",4.0,0%,"12,44"
2624.0,CA-2017-127180,22.10.2017,24.10.2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,"11199,97",4.0,20%,"3919,99"
2625.0,CA-2017-127180,22.10.2017,24.10.2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,"2399,60",8.0,0%,"647,89"
2626.0,CA-2017-127180,22.10.2017,24.10.2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,"63,90",5.0,0%,"28,76"
2627.0,CA-2017-127180,22.10.2017,24.10.2017,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024.0,East,TEC-PH-10003800,Technology,Phones,"i,Sound Portable Power - 8000 mAh","52,99",1.0,0%,"0,53"
2628.0,US-2017-165344,13.11.2017,15.11.2017,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503.0,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,"60,86",4.0,20%,"9,13"
2629.0,US-2017-165344,13.11.2017,15.11.2017,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503.0,East,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,"653,00",7.0,70%,"-935,96"
2630.0,US-2017-165344,13.11.2017,15.11.2017,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503.0,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,"11,22",10.0,70%,"-7,48"
2631.0,CA-2015-168186,10.09.2015,15.09.2015,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,"14,94",3.0,0%,"7,02"
2632.0,US-2017-110604,15.05.2017,20.05.2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103.0,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,"39,96",2.0,0%,"17,18"
2633.0,US-2017-110604,15.05.2017,20.05.2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103.0,West,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,"42,62",2.0,20%,"4,26"
2634.0,US-2017-110604,15.05.2017,20.05.2017,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103.0,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,"220,96",1.0,20%,"24,86"
2635.0,CA-2015-116750,5.07.2015,10.07.2015,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314.0,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,"4,93",2.0,20%,"0,74"
2636.0,CA-2015-116750,5.07.2015,10.07.2015,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314.0,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,"7,23",5.0,70%,"-5,78"
2637.0,CA-2015-162369,15.08.2015,19.08.2015,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045.0,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,"323,10",2.0,0%,"61,39"
2638.0,CA-2017-108441,12.06.2017,18.06.2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format","19,04",4.0,0%,"9,33"
2639.0,CA-2017-108441,12.06.2017,18.06.2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,"13,13",3.0,20%,"4,27"
2640.0,CA-2017-108441,12.06.2017,18.06.2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,"64,14",3.0,0%,"16,68"
2641.0,CA-2017-108441,12.06.2017,18.06.2017,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,"858,24",4.0,10%,"143,04"
2642.0,CA-2015-169740,20.02.2015,25.02.2015,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901.0,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,"29,99",1.0,0%,"3,00"
2643.0,CA-2016-124051,29.12.2016,30.12.2016,First Class,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505.0,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,"186,05",6.0,20%,"67,44"
2644.0,CA-2016-149111,17.04.2016,21.04.2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604.0,South,TEC-PH-10003092,Technology,Phones,Motorola L804,"36,79",1.0,20%,"4,14"
2645.0,CA-2016-149111,17.04.2016,21.04.2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604.0,South,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs","18,62",8.0,20%,"6,29"
2646.0,CA-2014-131002,7.09.2014,12.09.2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock","57,69",3.0,0%,"23,65"
2647.0,CA-2014-131002,7.09.2014,12.09.2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand","42,81",3.0,0%,"20,12"
2648.0,CA-2014-131002,7.09.2014,12.09.2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,"12,96",2.0,0%,"6,22"
2649.0,CA-2014-131002,7.09.2014,12.09.2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray","821,88",6.0,0%,"213,69"
2650.0,CA-2014-131002,7.09.2014,12.09.2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,"104,85",3.0,0%,"28,31"
2651.0,US-2016-146794,26.09.2016,1.10.2016,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,92345.0,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,"424,96",5.0,15%,"20,00"
2652.0,CA-2017-112515,17.09.2017,21.09.2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,"10,78",3.0,20%,"3,50"
2653.0,CA-2017-112515,17.09.2017,21.09.2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","11,78",3.0,20%,"4,27"
2654.0,CA-2017-112515,17.09.2017,21.09.2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,"164,88",3.0,0%,"80,79"
2655.0,CA-2017-112515,17.09.2017,21.09.2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish","1292,94",3.0,0%,"77,58"
2656.0,CA-2017-112515,17.09.2017,21.09.2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","25,58",2.0,20%,"8,95"
2657.0,CA-2017-112515,17.09.2017,21.09.2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl","261,74",2.0,0%,"65,44"
2658.0,CA-2017-112515,17.09.2017,21.09.2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604.0,West,OFF-LA-10001175,Office Supplies,Labels,Avery 514,"14,40",5.0,0%,"7,06"
2659.0,CA-2016-150343,16.08.2016,20.08.2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110.0,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,"10,86",3.0,0%,"5,10"
2660.0,CA-2015-135538,24.12.2015,28.12.2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234.0,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,"883,84",4.0,20%,"99,43"
2661.0,CA-2017-123372,28.11.2017,2.12.2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,"1979,89",11.0,0%,"494,97"
2662.0,CA-2017-123372,28.11.2017,2.12.2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035.0,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","79,96",2.0,0%,"35,98"
